,source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank,Tissue,source_ct,source_state,target_ct,target_state,ligand_mean,ligand_pct,receptor_mean,receptor_pct,rank_within_tissue,percentile,gene_name,cell_type,logFC,FDR,l_sasp_group,target_ct_cat,source_ct_cat
110,Endothelial cell_Sc,Mural cell_NSc,JAG1,NOTCH1,0.4365623,0.045,0.08381188,-0.01002848222597974,-0.30180847900855684,0.0837375,0.7317848,0.003138167441381748,0.11676329724454157,Heart,Endothelial cells,Sc,Mural cells,NSc,0.76332635,0.4505271466426302,0.10979823,0.051240385657026176,1374.0,0.6325966850828729,JAG1,Endothelial cell,0.4456069324382745,0.0030018180975873,Immune interface,Mesenchymal & Stromal,Endothelial
112,Mural cell_Sc,Endothelial cell_NSc,PGF,NRP2,0.42411673,0.0,0.08146175,0.3633011162507425,0.4974510744988838,0.23015429,0.7289844,0.0008907752837800726,0.11973105501407266,Heart,Mural cells,Sc,Endothelial cells,NSc,0.7378256,0.3873987854250949,0.110407874,0.05040293040293367,1396.0,0.6424953959484346,PGF,Mural cell,0.3069447450051558,0.0430386421312196,Growth / angiogenesis / development,Endothelial,Mesenchymal & Stromal
114,Endothelial cell_Sc,Endothelial cell_NSc,EDN1,EDNRB,0.34472865,1.0,0.11126393,0.01641193316573515,-0.35093688831277986,0.09212765,0.75866276,0.0632159100827441,0.12036012101831287,Heart,Endothelial cells,Sc,Endothelial cells,NSc,0.43175685,0.2306477983875255,0.25770044,0.11187627187626611,1402.0,0.6457182320441989,EDN1,Endothelial cell,0.585972687743679,0.0060085904359398,Growth / angiogenesis / development,Endothelial,Endothelial
116,Mural cell_Sc,Mural cell_NSc,JAG1,NOTCH1,0.4128821,0.986,0.07861179,-0.03652860754508225,-0.3028271569942999,0.048064474,0.7254523,0.0037826918599941305,0.12273237521918696,Heart,Mural cells,Sc,Mural cells,NSc,0.7159659,0.39245951417003383,0.10979823,0.051240385657026176,1421.0,0.6542357274401474,JAG1,Mural cell,0.2707340465742469,0.0308820002796549,Immune interface,Mesenchymal & Stromal,Mesenchymal & Stromal
117,Endothelial cell_Sc,Mural cell_NSc,TFPI,LRP1,0.3304153,0.0,0.10549427,0.23719107789280802,0.24917337483071278,0.121033825,0.7537545,0.0023726433028460254,0.12576714782339626,Heart,Endothelial cells,Sc,Mural cells,NSc,0.3910783,0.22647572870268692,0.2697523,0.12403856570252704,1442.0,0.6639042357274402,TFPI,Endothelial cell,1.2880003508231517,1.0296293650541504e-06,ECM and remodeling,Mesenchymal & Stromal,Endothelial
118,Endothelial cell_Sc,Mural cell_NSc,PLAT,LRP1,0.33035648,0.0,0.10546253,0.513381839012971,0.8489917515012522,0.3240946,0.7537266,0.00033641612421554705,0.1259277978649947,Heart,Endothelial cells,Sc,Mural cells,NSc,0.39096063,0.2195974516547098,0.2697523,0.12403856570252704,1443.0,0.6645948434622467,PLAT,Endothelial cell,2.1564003030255416,2.83853862914658e-08,ECM and remodeling,Mesenchymal & Stromal,Endothelial
119,Endothelial cell_Sc,Mural cell_NSc,TNFSF12,TNFRSF12A,0.3242367,0.0,0.1021078,0.17369377941398084,0.2251019299666302,0.14570743,0.750714,0.001943738981774046,0.12834857481244233,Heart,Endothelial cells,Sc,Mural cells,NSc,0.37920606,0.25038056041041085,0.26926732,0.1294550969559125,1457.0,0.6705801104972375,TNFSF12,Endothelial cell,0.3837824843198977,0.0025621509681533,Pro-inflammatory SASP,Mesenchymal & Stromal,Endothelial
121,Endothelial cell_Sc,Endothelial cell_NSc,SELE,GLG1,0.32114092,0.0,0.086381316,0.16770223773678092,0.293832753319969,0.2147844,0.7347378,0.0010146438968546877,0.1299739103848605,Heart,Endothelial cells,Sc,Endothelial cells,NSc,0.45056334,0.21333934712745195,0.19171847,0.08999592999592929,1467.0,0.675414364640884,SELE,Endothelial cell,1.3985248610206444,6.182755822260609e-07,Immune interface,Endothelial,Endothelial
122,Endothelial cell_Sc,Mural cell_NSc,SERPINE2,LRP1,0.31223994,0.0,0.095688574,0.4014894934368345,0.6498744076166627,0.39691636,0.7445891,0.00013035563777907065,0.13325210587555014,Heart,Endothelial cells,Sc,Mural cells,NSc,0.35472757,0.204149517956794,0.2697523,0.12403856570252704,1484.0,0.6834714548802947,SERPINE2,Endothelial cell,0.6370496685037079,0.012138361899975,ECM and remodeling,Mesenchymal & Stromal,Endothelial
123,Endothelial cell_Sc,Endothelial cell_NSc,CCN2,LRP6,0.34006438,0.0,0.06898817,0.08483534905301664,0.07425304226980062,0.31217948,0.7122582,0.0008740531820492387,0.13457363219804833,Heart,Endothelial cells,Sc,Endothelial cells,NSc,0.5560635,0.3113266054011233,0.12406527,0.059031339031343985,1498.0,0.6894567219152854,CCN2,Endothelial cell,0.5353366404066119,0.0238713317104348,Growth / angiogenesis / development,Endothelial,Endothelial
124,Endothelial cell_Sc,Endothelial cell_NSc,VEGFC,NRP2,0.36593685,0.0,0.06861472,0.2295735326024864,0.32915856477699457,0.6994136,0.7117017,0.00010953333162323805,0.13507069417896844,Heart,Endothelial cells,Sc,Endothelial cells,NSc,0.6214658,0.37402040931386354,0.110407874,0.05040293040293367,1500.0,0.6906077348066298,VEGFC,Endothelial cell,0.4161567652878245,0.0084265319176885,Growth / angiogenesis / development,Endothelial,Endothelial
128,Mural cell_Sc,Mural cell_NSc,VEGFA,GPC1,0.29191095,0.0,0.074636355,0.19696410538182424,0.221522192692719,0.38076326,0.7202543,0.00017858399828392423,0.14228521139152442,Heart,Mural cells,Sc,Mural cells,NSc,0.39474896,0.21305668016194568,0.18907297,0.09034774130646935,1548.0,0.7129373848987108,VEGFA,Mural cell,1.1790603500736463,0.0001750598539799,Growth / angiogenesis / development,Mesenchymal & Stromal,Mesenchymal & Stromal
130,Endothelial cell_Sc,Mural cell_NSc,CCN2,EGFR,0.33331922,0.0,0.06148671,0.10877053552808963,0.09262346351145204,0.18495856,0.7003196,0.0013296662386217883,0.14347549614108945,Heart,Endothelial cells,Sc,Mural cells,NSc,0.5560635,0.3113266054011233,0.11057498,0.05454446972159132,1554.0,0.7156998158379374,CCN2,Endothelial cell,0.5353366404066119,0.0238713317104348,Growth / angiogenesis / development,Mesenchymal & Stromal,Endothelial
133,Endothelial cell_Sc,Endothelial cell_NSc,SELE,CEACAM1,0.29224807,0.0,0.060345218,0.23042945395200654,0.5666878872302431,0.93450993,0.6983495,0.00010853758052155511,0.14604094740216086,Heart,Endothelial cells,Sc,Endothelial cells,NSc,0.45056334,0.21333934712745195,0.13393281,0.06093610093610626,1574.0,0.7246777163904236,SELE,Endothelial cell,1.3985248610206444,6.182755822260609e-07,Immune interface,Endothelial,Endothelial
134,Mural cell_Sc,Endothelial cell_NSc,VEGFA,ITGAV,0.2792016,1.0,0.06460234,-0.0393321112319876,-0.14148934069148333,0.09811627,0.70548064,0.06116231063726631,0.14758993084348576,Heart,Mural cells,Sc,Endothelial cells,NSc,0.39474896,0.21305668016194568,0.16365424,0.07746031746031964,1585.0,0.72951197053407,VEGFA,Mural cell,1.1790603500736463,0.0001750598539799,Growth / angiogenesis / development,Endothelial,Mesenchymal & Stromal
135,Mural cell_Sc,Mural cell_NSc,THBS1,SDC4,0.28823343,0.0,0.05808065,0.5100188062281672,0.5673062555266066,0.28482673,0.6943055,0.0005001497140768511,0.14810786170886525,Heart,Mural cells,Sc,Mural cells,NSc,0.44634056,0.23507085020243232,0.13012631,0.061369299100857026,1586.0,0.7302025782688766,THBS1,Mural cell,1.1094886384556055,7.299377187949904e-05,ECM and remodeling,Mesenchymal & Stromal,Mesenchymal & Stromal
139,Endothelial cell_Sc,Mural cell_NSc,TFPI,SDC4,0.2606023,0.998,0.050889578,-0.008203481346169203,-0.17526828509532866,0.070409946,0.6801016,0.0034259650827545575,0.15827913272461608,Heart,Endothelial cells,Sc,Mural cells,NSc,0.3910783,0.22647572870268692,0.13012631,0.061369299100857026,1646.0,0.7580570902394107,TFPI,Endothelial cell,1.2880003508231517,1.0296293650541504e-06,ECM and remodeling,Mesenchymal & Stromal,Endothelial
141,Endothelial cell_Sc,Endothelial cell_NSc,TNFSF12,TNFRSF12A,0.25639814,0.0,0.050658215,0.06070438728458386,-0.07507970290947874,0.07228907,0.67960566,0.0033799465358660182,0.15881334102459269,Heart,Endothelial cells,Sc,Endothelial cells,NSc,0.37920606,0.25038056041041085,0.1335902,0.059910459910465036,1651.0,0.7598987108655617,TNFSF12,Endothelial cell,0.3837824843198977,0.0025621509681533,Pro-inflammatory SASP,Endothelial,Endothelial
142,Endothelial cell_Sc,Endothelial cell_NSc,FSTL1,DIP2A,0.2560003,0.0,0.054804035,0.11620079026550693,0.15390537645038027,0.25850075,0.6881085,0.0006773866676183292,0.15899160855683678,Heart,Endothelial cells,Sc,Endothelial cells,NSc,0.35959625,0.2396121102779219,0.15240435,0.07072039072039446,1653.0,0.7608195211786372,FSTL1,Endothelial cell,0.3238140908012036,0.0119018331138388,Growth / angiogenesis / development,Endothelial,Endothelial
143,Mural cell_Sc,Mural cell_NSc,VEGFA,ITGAV,0.2609774,1.0,0.050214354,-0.0705047308719792,-0.22147616234268153,0.07626419,0.6786468,0.06811213328927986,0.15916993216421238,Heart,Mural cells,Sc,Mural cells,NSc,0.39474896,0.21305668016194568,0.12720579,0.06429422597768518,1654.0,0.7617403314917127,VEGFA,Mural cell,1.1790603500736463,0.0001750598539799,Growth / angiogenesis / development,Mesenchymal & Stromal,Mesenchymal & Stromal
145,Mural cell_Sc,Endothelial cell_NSc,THBS1,LRP5,0.27693897,0.0,0.047998313,0.503604636118654,0.5936185386566211,0.27596334,0.67370546,0.0005469639344522373,0.1643800477760103,Heart,Mural cells,Sc,Endothelial cells,NSc,0.44634056,0.23507085020243232,0.10753742,0.0500936100936133,1685.0,0.7757826887661142,THBS1,Mural cell,1.1094886384556055,7.299377187949904e-05,ECM and remodeling,Endothelial,Mesenchymal & Stromal
148,Endothelial cell_Sc,Endothelial cell_NSc,TNFSF12,TNFRSF25,0.24912784,0.0,0.045144334,0.13400737144557,0.2504355940498294,0.39260942,0.6669321,0.0004578656573877427,0.17021468232056414,Heart,Endothelial cells,Sc,Endothelial cells,NSc,0.37920606,0.25038056041041085,0.11904961,0.053284493284497116,1718.0,0.791206261510129,TNFSF12,Endothelial cell,0.3837824843198977,0.0025621509681533,Pro-inflammatory SASP,Endothelial,Endothelial
150,Mural cell_Sc,Mural cell_NSc,VEGFA,EGFR,0.25266197,0.847,0.04364936,-0.003073162261846396,-0.07726539850941269,0.12735334,0.66318136,0.0022497030439028675,0.17205630052766005,Heart,Mural cells,Sc,Mural cells,NSc,0.39474896,0.21305668016194568,0.11057498,0.05454446972159132,1731.0,0.7969613259668509,VEGFA,Mural cell,1.1790603500736463,0.0001750598539799,Growth / angiogenesis / development,Mesenchymal & Stromal,Mesenchymal & Stromal
151,Mural cell_Sc,Endothelial cell_NSc,VEGFA,NRP2,0.2525784,0.98,0.043583393,-0.02070905003981148,-0.06957666770646434,0.110329,0.6630124,0.00261193890927407,0.17224092688360162,Heart,Mural cells,Sc,Endothelial cells,NSc,0.39474896,0.21305668016194568,0.110407874,0.05040293040293367,1732.0,0.7974217311233885,VEGFA,Mural cell,1.1790603500736463,0.0001750598539799,Growth / angiogenesis / development,Endothelial,Mesenchymal & Stromal
212,Fibroblast_Sc,Mast cell_NSc,COL1A2,CD44,2.2473056,0.0,5.047939,0.9335286700969754,0.9232227242682178,0.028503895,0.95591354,5.770280178487249e-05,1.7064189662452511e-07,Skin,Fibroblasts,Sc,Mast cells,NSc,2.197872,0.9917604183171936,2.2967393,0.9091743119265856,85.0,0.0006003791868548557,COL1A2,Fibroblast,0.2365216385822173,0.0262657325135162,ECM and remodeling,Immune,Mesenchymal & Stromal
215,Fibroblast_Sc,Mast cell_NSc,COL1A1,CD44,2.1943202,0.0,4.804551,0.9822496711540127,1.0083515154563834,0.027721524,0.95486045,5.770280178487249e-05,3.9222694353789116e-07,Skin,Fibroblasts,Sc,Mast cells,NSc,2.0919008,0.984471557597815,2.2967393,0.9091743119265856,134.0,0.0009409451583456218,COL1A1,Fibroblast,0.4484277484129038,0.0013454977296057,ECM and remodeling,Immune,Mesenchymal & Stromal
217,Fibroblast_Sc,Treg_NSc,COL1A2,CD44,2.178629,0.0,4.746053,0.8701613082001453,0.8959865259958806,0.026799254,0.9545957,5.770280178487249e-05,5.050460458010466e-07,Skin,Fibroblasts,Sc,Tregs,NSc,2.197872,0.9917604183171936,2.1593857,0.8416666666666726,153.0,0.0010743627554244785,COL1A2,Fibroblast,0.2365216385822173,0.0262657325135162,ECM and remodeling,Immune,Mesenchymal & Stromal
218,Fibroblast_Sc,DC_NSc,COL1A2,CD44,2.1727097,0.0,4.720034,0.8646993933925551,0.8092895373650886,0.026652336,0.9544764,5.770280178487249e-05,5.502004932674077e-07,Skin,Fibroblasts,Sc,Dendritic cells,NSc,2.197872,0.9917604183171936,2.1475475,0.9211858279103651,158.0,0.0011094726493925987,COL1A2,Fibroblast,0.2365216385822173,0.0262657325135162,ECM and remodeling,Immune,Mesenchymal & Stromal
219,Fibroblast_Sc,CD8T_NSc,COL1A2,CD44,2.1305358,0.0,4.534649,0.8257838458239255,0.8151595626015837,0.02560553,0.95359796,5.770280178487249e-05,8.86625991452685e-07,Skin,Fibroblasts,Sc,CD8 T cells,NSc,2.197872,0.9917604183171936,2.0631998,0.868373245251785,202.0,0.0014149287269152448,COL1A2,Fibroblast,0.2365216385822173,0.0262657325135162,ECM and remodeling,Immune,Mesenchymal & Stromal
220,Fibroblast_Sc,Treg_NSc,COL1A1,CD44,2.1256433,0.0,4.5172205,0.9188823092571827,0.9811153171840461,0.026063673,0.95351267,5.770280178487249e-05,9.203956008315127e-07,Skin,Fibroblasts,Sc,Tregs,NSc,2.0919008,0.984471557597815,2.1593857,0.8416666666666726,206.0,0.001446527631486553,COL1A1,Fibroblast,0.4484277484129038,0.0013454977296057,ECM and remodeling,Immune,Mesenchymal & Stromal
221,Fibroblast_Sc,CD4T_NSc,COL1A2,CD44,2.1253266,0.0,4.5117507,0.8209805342542998,0.8339550092061356,0.02547623,0.9534858,5.770280178487249e-05,9.375170325835257e-07,Skin,Fibroblasts,Sc,CD4 T cells,NSc,2.197872,0.9917604183171936,2.0527813,0.859797297297145,209.0,0.0014711045572642371,COL1A2,Fibroblast,0.2365216385822173,0.0262657325135162,ECM and remodeling,Immune,Mesenchymal & Stromal
223,Fibroblast_Sc,DC_NSc,COL1A1,CD44,2.1197243,0.0,4.4924564,0.9134203944495926,0.8944183285532541,0.025920786,0.95339066,5.770280178487249e-05,1.007580076283247e-06,Skin,Fibroblasts,Sc,Dendritic cells,NSc,2.0919008,0.984471557597815,2.1475475,0.9211858279103651,216.0,0.0015202584088196054,COL1A1,Fibroblast,0.4484277484129038,0.0013454977296057,ECM and remodeling,Immune,Mesenchymal & Stromal
226,Fibroblast_Sc,CD8T_NSc,COL1A1,CD44,2.0775504,0.0,4.316009,0.874504846880963,0.9002883537897493,0.024902713,0.9524923,5.770280178487249e-05,1.4380413999416787e-06,Skin,Fibroblasts,Sc,CD8 T cells,NSc,2.0919008,0.984471557597815,2.0631998,0.868373245251785,257.0,0.001804648549961379,COL1A1,Fibroblast,0.4484277484129038,0.0013454977296057,ECM and remodeling,Immune,Mesenchymal & Stromal
227,Fibroblast_Sc,CD4T_NSc,COL1A1,CD44,2.072341,0.0,4.294215,0.8697015353113373,0.9190838003943012,0.024776964,0.9523776,5.770280178487249e-05,1.5026556355719915e-06,Skin,Fibroblasts,Sc,CD4 T cells,NSc,2.0919008,0.984471557597815,2.0527813,0.859797297297145,264.0,0.0018538024015167475,COL1A1,Fibroblast,0.4484277484129038,0.0013454977296057,ECM and remodeling,Immune,Mesenchymal & Stromal
228,VE_Sc,Mast cell_NSc,SELE,CD44,2.0701802,0.0,4.234317,1.4418554448500704,1.4756185890399232,0.0386021,0.9520581,5.770280178487249e-05,1.5686893783480972e-06,Skin,Vein endothelium,Sc,Mast cells,NSc,1.8436209,0.8498461538461799,2.2967393,0.9091743119265856,270.0,0.0018994452636753036,SELE,VE,0.453036105754885,0.0014993276609435,Immune interface,Immune,Endothelial
230,Pericyte_Sc,Mast cell_NSc,COL4A2,CD44,2.0544777,0.0,4.1621876,1.1456845681080072,1.1411808071434377,0.019662132,0.95166445,5.770280178487249e-05,1.7282880457649637e-06,Skin,Pericytes,Sc,Mast cells,NSc,1.8122159,0.9386068476977847,2.2967393,0.9091743119265856,282.0,0.0019801980198019802,COL4A2,Pericyte,0.5155018255586525,0.0007538415361641,ECM and remodeling,Immune,Mesenchymal & Stromal
231,Fibroblast_Sc,Macrophage_NSc,COL1A2,CD44,2.0450597,0.0,4.158917,0.7469152188655817,0.805607012851516,0.023483908,0.9516463,5.770280178487249e-05,1.883406585592526e-06,Skin,Fibroblasts,Sc,Monocytes / macrophages,NSc,2.197872,0.9917604183171936,1.8922472,0.7585064074237542,293.0,0.0020574397865318447,COL1A2,Fibroblast,0.2365216385822173,0.0262657325135162,ECM and remodeling,Immune,Mesenchymal & Stromal
237,VE_Sc,Treg_NSc,SELE,CD44,2.0015032,0.0,3.9810886,1.3784880829532404,1.448382390767586,0.036293544,0.95063096,5.770280178487249e-05,3.015404020384688e-06,Skin,Vein endothelium,Sc,Tregs,NSc,1.8436209,0.8498461538461799,2.1593857,0.8416666666666726,367.0,0.002580577206656836,SELE,VE,0.453036105754885,0.0014993276609435,Immune interface,Immune,Endothelial
239,VE_Sc,DC_NSc,SELE,CD44,1.9955842,0.0,3.9592633,1.3730261681456501,1.361685402136794,0.036094576,0.9505018,5.770280178487249e-05,3.1243172379988717e-06,Skin,Vein endothelium,Sc,Dendritic cells,NSc,1.8436209,0.8498461538461799,2.1475475,0.9211858279103651,374.0,0.002626220068815392,SELE,VE,0.453036105754885,0.0014993276609435,Immune interface,Immune,Endothelial
240,Fibroblast_Sc,Macrophage_NSc,COL1A1,CD44,1.992074,0.0,3.9583936,0.7956362199226191,0.8907358040396816,0.022839325,0.9504966,5.770280178487249e-05,3.2511546473741614e-06,Skin,Fibroblasts,Sc,Monocytes / macrophages,NSc,2.0919008,0.984471557597815,1.8922472,0.7585064074237542,380.0,0.0026718629309739486,COL1A1,Fibroblast,0.4484277484129038,0.0013454977296057,ECM and remodeling,Immune,Mesenchymal & Stromal
241,Fibroblast_Sc,Mast cell_NSc,VCAN,CD44,1.9932189,0.0,3.8807971,1.0182781467907698,1.0024905374087973,0.030402815,0.95002884,5.770280178487249e-05,3.283257841387999e-06,Skin,Fibroblasts,Sc,Mast cells,NSc,1.6896986,0.9492948819521182,2.2967393,0.9091743119265856,383.0,0.0026859068885611965,VCAN,Fibroblast,0.2006833385464429,0.003217881547734,ECM and remodeling,Immune,Mesenchymal & Stromal
243,Pericyte_Sc,Treg_NSc,COL4A2,CD44,1.9858007,0.0,3.913273,1.0823172062111772,1.1139446088711003,0.018486263,0.95022625,5.770280178487249e-05,3.545761640095201e-06,Skin,Pericytes,Sc,Tregs,NSc,1.8122159,0.9386068476977847,2.1593857,0.8416666666666726,397.0,0.002787725581068745,COL4A2,Pericyte,0.5155018255586525,0.0007538415361641,ECM and remodeling,Immune,Mesenchymal & Stromal
244,Pericyte_Sc,DC_NSc,COL4A2,CD44,1.9798818,0.0,3.8918197,1.0768552914035872,1.0272476202403085,0.018384919,0.9500961,5.770280178487249e-05,3.7664749273275473e-06,Skin,Pericytes,Sc,Dendritic cells,NSc,1.8122159,0.9386068476977847,2.1475475,0.9211858279103651,410.0,0.0028790113053858576,COL4A2,Pericyte,0.5155018255586525,0.0007538415361641,ECM and remodeling,Immune,Mesenchymal & Stromal
245,Fibroblast_Sc,Melanocyte_NSc,COL1A2,CD44,1.9773347,0.0,3.8612163,0.684425702383831,0.5529698864395194,0.021802898,0.94990855,5.770280178487249e-05,3.835726877560528e-06,Skin,Fibroblasts,Sc,Melanocytes,NSc,2.197872,0.9917604183171936,1.7567977,0.8498789346247045,414.0,0.002910610209957166,COL1A2,Fibroblast,0.2365216385822173,0.0262657325135162,ECM and remodeling,Tissue-Specific,Mesenchymal & Stromal
248,VE_Sc,CD8T_NSc,SELE,CD44,1.9534104,0.0,3.8037581,1.3341106205770208,1.367555427373289,0.034676917,0.9495507,5.770280178487249e-05,4.812842788415361e-06,Skin,Vein endothelium,Sc,CD8 T cells,NSc,1.8436209,0.8498461538461799,2.0631998,0.868373245251785,464.0,0.003258198160241556,SELE,VE,0.453036105754885,0.0014993276609435,Immune interface,Immune,Endothelial
249,Pericyte_Sc,Mast cell_NSc,COL4A1,CD44,1.9617672,0.0,3.7363243,1.109451079869362,1.1071242351956707,0.01995847,0.9491205,5.770280178487249e-05,4.83234313638446e-06,Skin,Pericytes,Sc,Mast cells,NSc,1.626795,0.8866587957497287,2.2967393,0.9091743119265856,465.0,0.003268731128431992,COL4A1,Pericyte,0.3898531295399741,0.00552114681989,ECM and remodeling,Immune,Mesenchymal & Stromal
250,VE_Sc,CD4T_NSc,SELE,CD44,1.9482012,0.0,3.7845507,1.329307309007395,1.386350873977841,0.03450181,0.9494293,5.770280178487249e-05,5.169874096167941e-06,Skin,Vein endothelium,Sc,CD4 T cells,NSc,1.8436209,0.8498461538461799,2.0527813,0.859797297297145,482.0,0.003384593778526789,SELE,VE,0.453036105754885,0.0014993276609435,Immune interface,Immune,Endothelial
251,Pericyte_Sc,CD8T_NSc,COL4A2,CD44,1.9377079,0.0,3.7389634,1.0379397438349574,1.0331176454768034,0.017662825,0.94913757,5.770280178487249e-05,5.7719450009032754e-06,Skin,Pericytes,Sc,CD8 T cells,NSc,1.8122159,0.9386068476977847,2.0631998,0.868373245251785,506.0,0.003553121269573766,COL4A2,Pericyte,0.5155018255586525,0.0007538415361641,ECM and remodeling,Immune,Mesenchymal & Stromal
